"","KO","Metabolism","Pathway","Subpathway","Name"
"1294","K01721","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nthA; nitrile hydratase subunit alpha [EC:4.2.1.84]"
"1295","K01782","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]"
"1296","K01821","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","praC, xylH; 4-oxalocrotonate tautomerase [EC:5.3.2.6]"
"1297","K01825","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","fadB; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]"
"1298","K01856","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","catB; muconate cycloisomerase [EC:5.5.1.1]"
"1299","K01860","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","E5.5.1.7; chloromuconate cycloisomerase [EC:5.5.1.7]"
"1300","K02554","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]"
"1301","K03268","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","todC1, bedC1, tcbAa; benzene/toluene/chlorobenzene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11 1.14.12.26]"
"1302","K03380","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","E1.14.13.7; phenol 2-monooxygenase (NADPH) [EC:1.14.13.7]"
"1303","K03381","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","catA; catechol 1,2-dioxygenase [EC:1.13.11.1]"
"1304","K03391","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","pcpB; pentachlorophenol monooxygenase [EC:1.14.13.50]"
"1305","K04072","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"1306","K04073","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]"
"1307","K04098","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","chqB; hydroxyquinol 1,2-dioxygenase [EC:1.13.11.37]"
"1308","K04100","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","ligA; protocatechuate 4,5-dioxygenase, alpha chain [EC:1.13.11.8]"
"1309","K04101","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","ligB; protocatechuate 4,5-dioxygenase, beta chain [EC:1.13.11.8]"
"1310","K04105","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","hbaA; 4-hydroxybenzoate-CoA ligase [EC:6.2.1.27 6.2.1.25]"
"1311","K04107","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","hcrC, hbaB; 4-hydroxybenzoyl-CoA reductase subunit gamma [EC:1.3.7.9]"
"1312","K04108","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","hcrA, hbaC; 4-hydroxybenzoyl-CoA reductase subunit alpha [EC:1.3.7.9]"
"1313","K04109","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","hcrB, hbaD; 4-hydroxybenzoyl-CoA reductase subunit beta [EC:1.3.7.9]"
"1314","K04110","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","badA; benzoate-CoA ligase [EC:6.2.1.25]"
"1315","K05549","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha [EC:1.14.12.10 1.14.12.-]"
"1316","K05550","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta [EC:1.14.12.10 1.14.12.-]"
"1317","K05783","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","benD-xylL; dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]"
"1318","K05784","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","benC-xylZ; benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]"
"1319","K07104","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","catE; catechol 2,3-dioxygenase [EC:1.13.11.2]"
"1320","K07511","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","ECHS1; enoyl-CoA hydratase [EC:4.2.1.17]"
"1321","K07514","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]"
"1322","K07515","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]"
"1323","K07824","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","CYP53A1; benzoate 4-monooxygenase [EC:1.14.14.92]"
"1324","K10216","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpD, xylF; 2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9]"
"1325","K10217","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpC, xylG, praB; aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]"
"1326","K10219","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]"
"1327","K10221","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","ligI; 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]"
"1328","K10621","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","cmtC, dhbA; 2,3-dihydroxy-p-cumate/2,3-dihydroxybenzoate 3,4-dioxygenase [EC:1.13.11.- 1.13.11.14]"
"1329","K10622","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","cmtD, dhbB; HCOMODA/2-hydroxy-3-carboxy-muconic semialdehyde decarboxylase [EC:4.1.1.-]"
"1330","K13953","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"
"1331","K13954","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","yiaY; alcohol dehydrogenase [EC:1.1.1.1]"
"1332","K14333","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","DHBD; 2,3-dihydroxybenzoate decarboxylase [EC:4.1.1.46]"
"1333","K14578","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nahAb, nagAb, ndoA, nbzAb, dntAb; naphthalene 1,2-dioxygenase ferredoxin component"
"1334","K14579","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nahAc, ndoB, nbzAc, dntAc; naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
"1335","K14580","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nahAd, ndoC, nbzAd, dntAd; naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12 1.14.12.23 1.14.12.24]"
"1336","K14581","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nahAa, nagAa, ndoR, nbzAa, dntAa; naphthalene 1,2-dioxygenase ferredoxin reductase component [EC:1.18.1.7]"
"1337","K14582","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nahB, doxE; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29 1.3.1.60]"
"1338","K14599","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dbfA1; dibenzofuran dioxygenase subunit alpha [EC:1.14.12.-]"
"1339","K14600","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dbfA2; dibenzofuran dioxygenase subunit beta [EC:1.14.12.-]"
"1340","K15757","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","xylM; toluene methyl-monooxygenase [EC:1.14.15.26]"
"1341","K15758","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","xylA; toluene methyl-monooxygenase electron transfer component [EC:1.18.1.3]"
"1342","K15766","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","absAa; 2-aminobenzenesulfonate 2,3-dioxygenase subunit alpha [EC:1.14.12.14]"
"1343","K15767","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","absAb; 2-aminobenzenesulfonate 2,3-dioxygenase subunit beta [EC:1.14.12.14]"
"1344","K16242","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpN, poxD, tomA3; phenol/toluene 2-monooxygenase (NADH) P3/A3 [EC:1.14.13.244 1.14.13.243]"
"1345","K16243","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpL, poxB, tomA1; phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]"
"1346","K16244","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpM, poxC, tomA2; phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]"
"1347","K16245","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpO, poxE, tomA4; phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]"
"1348","K16246","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpP, poxF, tomA5; phenol/toluene 2-monooxygenase (NADH) P5/A5 [EC:1.14.13.244 1.14.13.243]"
"1349","K16249","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","dmpK, poxA, tomA0; phenol/toluene 2-monooxygenase (NADH) P0/A0"
"1350","K16268","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","todC2, bedC2, tcbAb; benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]"
"1351","K16269","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","todD, tcbB; cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]"
"1352","K18089","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","todB, tcbAc; benzene/toluene/chlorobenzene dioxygenase ferredoxin component"
"1353","K18090","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","todA, tcbAd; benzene/toluene/chlorobenzene dioxygenase ferredoxin reductase component [EC:1.18.1.3 1.18.1.-]"
"1354","K18364","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","bphH, xylJ, tesE; 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]"
"1355","K18365","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","bphI, xylK, nahM, tesG; 4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43]"
"1356","K18366","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","bphJ, xylQ, nahO, tesF; acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87]"
"1357","K19065","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","mobA; 3-hydroxybenzoate 4-monooxygenase [EC:1.14.13.23]"
"1358","K20458","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","hcl; 3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase [EC:6.2.1.37 6.2.1.27]"
"1359","K20807","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","nthB; nitrile hydratase subunit beta [EC:4.2.1.84]"
"1360","K23529","Degradation","Xenobiotics degradation","Xenobiotics degradation: Shared","E1.6.5.7; 2-hydroxy-1,4-benzoquinone reductase [EC:1.6.5.7]"
"1361","K03464","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","catC; muconolactone D-isomerase [EC:5.3.3.4]"
"1362","K01055","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]"
"1363","K14727","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaL; 3-oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]"
"1364","K01031","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]"
"1365","K01032","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]"
"1366","K07823","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaF; 3-oxoadipyl-CoA thiolase [EC:2.3.1.174]"
"1367","K20941","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","graF; gamma-resorcylate decarboxylase [EC:4.1.1.103]"
"1368","K20942","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","graA; resorcinol 4-hydroxylase (FADH2) [EC:1.14.14.27]"
"1369","K20943","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","E1.14.13.219; resorcinol 4-hydroxylase (NADPH) [EC:1.14.13.219]"
"1370","K20944","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","tsdB; resorcinol 4-hydroxylase (NADH) [EC:1.14.13.220]"
"1371","K01857","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaB; 3-carboxy-cis,cis-muconate cycloisomerase [EC:5.5.1.2]"
"1372","K01607","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]"
"1373","K14334","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","CMLE; carboxy-cis,cis-muconate cyclase [EC:5.5.1.5]"
"1374","K16514","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","galD; 4-oxalomesaconate tautomerase [EC:5.3.2.8]"
"1375","K10220","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","ligJ; 4-oxalmesaconate hydratase [EC:4.2.1.83]"
"1376","K16515","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","galB; 4-oxalomesaconate hydratase [EC:4.2.1.83]"
"1377","K10218","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","ligK, galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17]"
"1378","K22553","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","CYP199A2; 4-methoxybenzoate monooxygenase (O-demethylating) [EC:1.14.99.15]"
"1379","K00481","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","pobA; p-hydroxybenzoate 3-monooxygenase [EC:1.14.13.2]"
"1380","K22270","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","nagX; 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]"
"1381","K01075","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]"
"1382","K04112","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","bcrC, badD; benzoyl-CoA reductase subunit C [EC:1.3.7.8]"
"1383","K04113","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","bcrB, badE; benzoyl-CoA reductase subunit B [EC:1.3.7.8]"
"1384","K04114","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","bcrA, badF; benzoyl-CoA reductase subunit A [EC:1.3.7.8]"
"1385","K04115","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","bcrD, badG; benzoyl-CoA reductase subunit D [EC:1.3.7.8]"
"1386","K19515","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","bamB; benzoyl-CoA reductase subunit BamB [EC:1.3.-.-]"
"1387","K19516","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","bamC; benzoyl-CoA reductase subunit BamC [EC:1.3.-.-]"
"1388","K07537","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","dch; cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100]"
"1389","K07538","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","had; 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.1.1.368]"
"1390","K07539","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","oah; 6-oxocyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21]"
"1391","K19066","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","E1.3.8.10; cyclohex-1-ene-1-carbonyl-CoA dehydrogenase [EC:1.3.8.10]"
"1392","K19067","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","E1.3.8.11; cyclohexane-1-carbonyl-CoA dehydrogenase [EC:1.3.8.11]"
"1393","K04116","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-]"
"1394","K04117","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","aliB; cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-]"
"1395","K07534","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","badK; cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-]"
"1396","K07535","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-]"
"1397","K07536","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","badI; 2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-]"
"1398","K04118","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","E1.3.1.62; pimeloyl-CoA dehydrogenase [EC:1.3.1.62]"
"1399","K07516","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","fadN; 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]"
"1400","K16173","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","acd; glutaryl-CoA dehydrogenase (non-decarboxylating) [EC:1.3.99.32]"
"1401","K01615","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","gcdA; glutaconyl-CoA decarboxylase subunit alpha [EC:7.2.4.5]"
"1402","K20509","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","madB, oadB, gcdB, mmdB; carboxybiotin decarboxylase [EC:7.2.4.1]"
"1403","K23351","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","gcdC, mmdC; glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma"
"1404","K23352","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","gcdD, mmdD; glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta"
"1405","K00252","Degradation","Xenobiotics degradation","Xenobiotics degradation: Benzoate","GCDH, gcdH; glutaryl-CoA dehydrogenase [EC:1.3.8.6]"
